"序号","标题","发布日期","来源网站","网址","来源栏目","证据类型","结构线索摘录","正文验证","正文验证说明","采集说明"
"328","市政府第6次常务会议纪要","2017-08-02","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201708/67328ac4b10f4b7fb540d3cc40ed98d9.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","中 小 】 分享到： 昆政纪〔 2017 〕 6 号 7 月 28 日 ，杜小刚市长主持召开市政府第 6 次常务会议，现纪要如下： 一、听取关于黑臭河道整治、招商引资工作专项督查情况的汇报 会议分别听取了市政府办公室副主任科员乙生永、市政府办公室副主任秦微晰关于黑臭河道整治、招商引资工作专项督查情况的汇报。 会议明确： 1. 各区镇、相关部门特别是一把手领导要认清形势、高度重视、咬住目标，借助当前有利时机抓紧推进黑臭河道治理工作，积极改善水生态环境，不断提高人居环境质量。 2. 将黑臭河道整治专项督查情况汇报材料修改完善后，以专报形式报送市委，并印发各","二〇二六年七月二十五日公开资料采集整理"
"329","市政府第5次常务会议纪要","2017-06-28","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201706/d0ba535c24fa4e12976bc0bf39a4f89d.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","中 小 】 分享到： 昆政纪〔 2017 〕 5 号 6 月 27 日 ，杜小刚市长主持召开市政府第 5 次常务会议，现纪要如下： 一、讨论《关于加快推进残疾人小康进程的实施方案》 会议听取了市残联理事长卞海山《关于加快推进残疾人小康进程的实施方案》起草情况的汇报。 会议明确： 1. 对于户籍残疾人，要进一步将各项保障工作做深做细。 2. 对于非户籍残疾人，要本着相对公平和普惠的原则予以帮扶，特别是对重度残疾人，要做好兜底工作，真正体现城市关爱。 3. 要摸清全市残疾家庭基本情况，每年有针对性地谋划一批务实管用的政策措施，切实做到精准施策、分类帮扶。","二〇二六年七月二十五日公开资料采集整理"
"330","市政府第4次常务会议纪要","2017-05-27","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201705/3c93c46cec034cee91e742df6388b65b.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","大 中 小 】 分享到： 昆政纪〔 2017 〕 4 号 5 月 24 日，杜小刚市长主持召开市政府第 4 次常务会议，现纪要如下： 一、讨论《 关于全面深化河长制改革的工作方案 》 会议听取了市水利局局长徐彬 《 关于全面深化河长制改革的工作方案 》 起草情况的汇报。 会议明确： 1. 由市河长制办公室牵头，突出 “ 一河一策 ” ，结合领导包案工作机制，重点围绕治理目标、时间安排、工作举措等方面，进一步细化工作方案。 2. 以提升针对性、可操作性为重点，建立健全河长办公室定期议事机制，协调处理好工作交办、河流流域整治等具体问题。 会议原则通过上述文件","二〇二六年七月二十五日公开资料采集整理"
"331","市政府第3次常务会议纪要","2017-04-25","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201704/c7ce107bcc2c451986aae4cb7ba9b1c7.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","中 小 】 分享到： 昆政纪〔 2017 〕 3 号 4 月 20 日 ，杜小刚市长主持召开市政府第 3 次常务会议，现纪要如下： 一、学习传达《全省县域科技体制改革经验交流会》精神 会议听取了副市长金健宏关于学习传达《全省县域科技体制改革经验交流会》精神的汇报。 会议明确： 1. 各区镇、各相关部门要认真学习借鉴北京、深圳、杭州等地区在科技创新领域的先进经验，对标找差，取长补短，精准发力，努力成为政策研究的行家里手，推动全市科技创新工作不断取得新进展、新突破。 2. 围绕 “ 创新四问 ” 命题，各相关部门要在转型升级创新发展六年行动计划的基础上，抓","二〇二六年七月二十五日公开资料采集整理"
"332","市政府第2次常务会议纪要","2017-03-06","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201703/c405ada89c404d9f8b3acd4c0cefaff9.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","中 小 】 分享到： 昆政纪〔 2017 〕 2 号 2 月 24 日 ，杜小刚市长主持召开市政府第 2 次常务会议，现纪要如下： 一、 听取《关于 2017 年安全隐患突出问题市领导领办项目名单和市政府挂牌督办重大事故隐患项目名单的报告》 会议听取了市安监局副局长邰继成《关于 2017 年安全隐患突出问题市领导领办项目名单和市政府挂牌督办重大事故隐患项目名单的报告》。 会议明确： 1. 各区镇、各城市管理办事处和各部门要坚守安全生产底线，严格落实 “ 党政同责、一岗双责 ” “ 管行业必须管安全，管业务必须管安全，管生产经营必须管安全 ” 等工作要求","二〇二六年七月二十五日公开资料采集整理"
"333","市政府第67次常务会议纪要","2016-11-11","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201611/1653aac584d540798024767f51fd5c53.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","小 】 分享到： 昆政纪〔 2016 〕 13 号 11 月 4 日 ，杜小刚市长主持召开市政府第 67 次常务会议，现纪要如下： 一、 讨论《昆山市食品摊贩备案管理工作意见》《昆山市食品小作坊监管工作意见》 会议听取了市市场监管局副局长江良就《昆山市食品摊贩备案管理指导意见》《昆山市食品小作坊监管工作意见》修改情况的汇报。会议强调，加强食品摊贩监管，规范食品小作坊经营行为，事关城市秩序环境提升和广大群众身体健康安全。各区镇、相关部门要高度重视、密切配合，落实监管职责，切实抓好食品摊贩备案和食品小作坊管理工作。 会议原则通过上述文件，要求有关单位修改完","二〇二六年七月二十五日公开资料采集整理"
"334","市政府第62次常务会议纪要","2016-07-12","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201607/4f8676d7d70c47eea89517e05a364de1.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","中 小 】 分享到： 昆政纪〔 2016 〕 8 号 7 月 6 日 ，杜小刚市长主持召开市政府第 62 次常务会议，现纪要如下： 一、听取《吴淞江流域水环境专项整治工作情况汇报》 会议听取了市环保局副局长张伟关于吴淞江流域水环境专项整治工作情况汇报。会议强调，吴淞江是我市主要的过境河流，是太湖流域国控考核断面重点水体，治理好吴淞江流域水环境，既对我市生态环境提升、经济社会转型发展具有促进作用，也将对推进市域内其它河流治理工作提供经验借鉴。会议明确： 1. 吴淞江流域各区镇和相关部门要增强紧迫感和责任感，高度重视吴淞江水环境整治工作，积极通过邀请专家参","二〇二六年七月二十五日公开资料采集整理"
"335","市政府第58次常务会议纪要","2016-04-01","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201604/66eb11acda7d4390a1b2c2a778a4e336.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","中 小 】 分享到： 昆政纪〔 2016 〕 4 号 3 月 29 日 ，杜小刚市长主持召开市政府第 58 次常务会议，现纪要如下： 一、讨论《昆山市全面清理整治环境保护违法违规建设项目工作方案》 会议听取了市环保局局长高建强关于《昆山市全面清理整治环境保护违法违规建设项目工作方案》起草情况的汇报。 会议明确： 1. 重点整治环境问题屡查屡犯、群众反映强烈的违法违规企业，加快推进 “ 三高一低 ” 企业淘汰、水源保护区内污染企业关停等工作，抓紧做好我市工业污水治理问题研究。 2. 正确处理好环境保护与经济发展关系，特别是在招商引资过程中，要转变观念、调整","二〇二六年七月二十五日公开资料采集整理"
"336","市政府第50次常务会议纪要","2015-10-30","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201510/9b8837c8fccd46eeb68d1bd80bd6a94f.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","政府第50次常务会议纪要 昆政纪〔2015〕11号 10 月 20 日 ，杜小刚市长主持召开市政府第 50 次常务会议，现纪要如下： 一 、听取《关于对中环快速路项目勘察设计违规发包问题的通报》、《关于震川路茶室超范围经营处置中相关问题的通报》 会议分别听取了沈晓明副市长《关于对中环快速路项目勘察设计违规发包问题的通报》、金健宏副市长《关于震川路茶室超范围经营处置中相关问题的通报》 。 会议明确： 1. 各部门、各单位要引以为戒，进一步规范工程建设程序，促进建筑市场公开公平公正和健康有序发展。 2. 相关区镇、部门要高度重视震川路茶室超范围经营专项整治，","二〇二六年七月二十五日公开资料采集整理"
"337","市政府第38次常务会议纪要","2014-12-03","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201412/9451361a663b478688faf06cf72568a7.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","昆政纪〔 2014 〕 13 号 11 月 26 日 ， 路军市长在市级机关多功能厅主持召开市政府第 38 次常务会议。现纪要如下： 一、讨论《关于进一步加强教师队伍建设的意见》 会议听取了市教育局局长褚志愿《关于进一步加强教师队伍建设的意见》起草情况的汇报。会议指出，加强教师队伍建设，是办好人民满意教育的关键举措，也是推进教育现代化进程的根本保障。会议强调，要在进一步挖掘教育资源利用潜力和积极向上争取的同时，围绕 “ 师德素养、学识水平、业务能力 ” 核心，着力健全教师队伍建设、管理和考核机制，促进教师专业化成长，全力打造一支师德高尚、业务精通、结构合","二〇二六年七月二十五日公开资料采集整理"
"338","市政府第25次常务会议纪要","2013-12-24","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201312/87a8e006503c4511a18435242ae2763b.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","【字体: 大 中 小 】 分享到： 12 月 17 日 ，路军市长在市级机关多功能厅主持召开市政府第 25 次常务会议。现纪要如下： 一、讨论《 关于进一步加快现代服务业重点领域发展的政策意见（试行）》、《 关于进一步加快工业经济发展的政策意见（试行）》、《关于进一步加快科技创新体系建设的政策意见（试行）》、《关于进一步实施高层次优秀人才集聚计划的若干意见》、《昆山市市级产业发展财政专项资金使用管理暂行办法》 会议听取了市财政局局长李建英关于产业扶持政策整合相关情况的汇报。会议指出，以支持创新型经济和战略性新兴产业、现代服务业为重点，对现有的产业、科技、","二〇二六年七月二十五日公开资料采集整理"
"339","市政府第11次常务会议纪要","2013-01-14","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201212/92c16832ca984b4d855213459c146991.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","大 中 小 】 分享到： 12 月 23 日 ，路军市长在市政府大楼 12 楼会议室主持召开市政府第 11 次常务会议。现纪要如下： 一、讨论《政府工作报告（征求意见稿）》 会议听取了市政府办公室副主任、研究室主任方雪华关于《政府工作报告（征求意见稿）》起草情况的汇报。会议指出， 2013 年是全面贯彻落实党的十八大精神的开局之年，也是我市更高水平推进率先基本实现现代化的关键之年。政府工作报告既要实事求是地总结 2012 年全市经济社会发展和率先基本实现现代化建设取得的成绩，又要客观分析目前存在的问题和面临的挑战，深化改革创新，强化责任担当，明确预期目标","二〇二六年七月二十五日公开资料采集整理"
"340","市政府第8次常务会议纪要","2012-09-25","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201209/6a5239d8ba7e4e6980d4d4d186e79940.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","中 小 】 分享到： 9 月 18 日 ，路军市 长在市政府大楼 12 楼 会议室主持召开市政府 第 8 次 常务会议。现纪要如下： 一、审议《昆山市价格调节基金使用管理办法》 会议听取了市物价局局长徐惠芳关于《昆山市价格调节基金使用管理办法》起草情况的汇报。会议指出，设立价格调节基金，是有效调节市场价格，保障困难群众基本生活，保持市场价格总水平基本稳定的重要举措之一。会议要求，市相关部门要进一步完善价格调节基金使用管理办法，加强对基金使用情况的监督检查，切实发挥基金在实现年度价格调控总目标，稳定和调控居民生活必需品等重要商品价格上的作用。会议原则通过了","二〇二六年七月二十五日公开资料采集整理"
"341","市政府第50次常务会议纪要","2012-01-29","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201201/7c49599f385b482abace1c820a3c7b2b.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中",": 大 中 小 】 分享到： 1 月 18 日 ，路军代市长在市政府 12 楼会议室主持召开市政府第 50 次常务会议。现纪要如下： 一、 讨论《昆山市推进区镇行政服务中心建设的指导意见》 会议听取了市行政服务中心主任徐红生关于《昆山市推进区镇行政服务中心建设的指导意见》起草情况的汇报。会议认为，推进区镇行政服务中心建设，有利于进一步优化我市经济发展环境，提升行政服务水平。会议要求相关职能部门按照“因地制宜、逐步推进、优化完善”的原则，在开展试点工作的基础上，做好区镇行政服务中心建设的业务指导和监督。会议要求作修改后提交市委常委会审议。 二、讨论《昆山市","二〇二六年七月二十五日公开资料采集整理"
"342","市政府第33次常务会议纪要","2010-11-30","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201011/df1a7d183d9f4cacb73a87bda007aba7.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","访问量： 【字体: 大 中 小 】 分享到： 11月23日，管爱国市长在市政府多功能厅主持召开市政府第33次常务会议。现纪要如下： 一、讨论昆山市2011年重点实事工程项目安排 会议听取了市政府副秘书长、重点办主任陈建中关于2011年重点实事工程项目安排建议有关情况的汇报。会议认为，2011年是“十二五”的开局之年，安排并实施好明年的重点实事工程，将有助于提升我市经济社会发展承载能力和公共服务水平，并为率先基本实现现代化奠定坚实基础。会议强调，2011年重点实事工程的安排要紧紧围绕昆山“大城市、现代化、可持续”的发展定位，既要突出重点，又要统筹兼顾。要","二〇二六年七月二十五日公开资料采集整理"
"343","市政府第26次常务会议纪要","2010-04-27","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/201004/bd6fa151d90241bfbcdb82b4e2f4e607.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","访问量： 【字体: 大 中 小 】 分享到： 4月20日，管爱国市长在市政府12楼会议室主持召开市政府第26次常务会议。现纪要如下： 一、审议《昆山市进一步完善节约集约用地措施加强项目用地管理的意见》 会议听取了市国土资源局局长束芬荣关于《昆山市进一步完善节约集约用地措施加强项目用地管理的意见》起草情况的汇报。会议认为，为深入贯彻落实科学发展观，确保土地永续利用和经济社会可持续发展，制定实施上述文件，适当提高工业用地投资强度标准，将有助于进一步加强节约集约用地，提高土地利用率。会议对工业用地投资强度标准和各类工业项目容积率等控制指标进行了认真审议，原则通","二〇二六年七月二十五日公开资料采集整理"
"344","市政府第17次常务会议纪要","2009-08-04","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/200908/b7614be8d08a482baa0793bfee75376f.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","访问量： 【字体: 大 中 小 】 分享到： 7月31日，管爱国市长在市政府12楼会议室主持召开市政府第17次常务会议。现纪要如下： 一、审议《关于鼓励总部经济发展的若干政策（试行）》 会议听取了市发改委主任杜立新，副主任、市服务业办主任耿德兵《关于鼓励总部经济发展的若干政策（试行）》起草情况的汇报。会议认为，为加快经济结构转型升级，提高产业发展水平，提升城市综合竞争力，鼓励境内外企业或各类经济组织来我市设立企业总部、地区总部或总部机构，具有重要意义。要切实加大工作力度，促进我市总部经济加快发展。会议要求有关部门作适当修改后提交市委常委会讨论。 二、审议","二〇二六年七月二十五日公开资料采集整理"
"345","市政府第16次常务会议纪要","2009-06-24","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/200906/dda0fb179ec9488db8fc7b217f068a1e.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","访问量： 【字体: 大 中 小 】 分享到： 6月19日，管爱国市长在市政府12楼会议室主持召开市政府第16次常务会议。现纪要如下： 一、审议《昆山市版权登记资助和优秀版权作品奖励试行办法》、《昆山市企业软件正版化资助项目与示范单位评定奖励暂行办法》 会议听取了市文广局局长赵红骑关于《昆山市版权登记资助和优秀版权作品奖励试行办法》、《昆山市企业软件正版化资助项目与示范单位评定奖励暂行办法》起草情况的汇报。会议认为，为进一步调动公民、法人和其他组织创作积极性，推动版权相关产业繁荣发展，推进创建全国版权保护示范城市进程，对我市版权登记作品、企业软件正版化项目","二〇二六年七月二十五日公开资料采集整理"
"346","市政府第15次常务会议纪要","2009-06-04","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/200906/65b87b8627544af99e47f403423df445.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","访问量： 【字体: 大 中 小 】 分享到： 5月27日，管爱国市长在市政府12楼会议室主持召开市政府第15次常务会议。现纪要如下： 一、审议《昆山市促进物流企业发展的若干政策（试行）》 会议听取了市经贸委主任陶林生关于《昆山市促进物流企业发展的若干政策（试行）》起草情况的汇报。会议认为，为积极应对国内外经济形势的变化，加快推进我市现代物流业平稳较快发展，加大对现代物流业的扶持力度十分必要。会议强调，要进一步研究完善推动现代物流业发展的政策措施，积极吸引国内外知名物流企业入驻昆山，鼓励物流企业做大做强并向高端发展，为经济社会又好又快发展提供坚实的物流体系","二〇二六年七月二十五日公开资料采集整理"
"347","市政府第14次常务会议纪要","2009-05-05","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/200905/3873dfcdd3e84755a4abed55e4f8683a.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","访问量： 【字体: 大 中 小 】 分享到： 4月27日，管爱国市长在市政府十二楼会议室主持召开市政府第14次常务会议。现纪要如下： 一、审议《加快全市服务外包发展的若干政策（试行）》 会议听取了市发改委主任杜立新，副主任、市服务业办公室主任耿德兵关于《加快全市服务外包发展的若干政策（试行）》起草情况的汇报。会议认为，抢抓新一轮以服务外包为特征的国际服务业转移的机遇，加大对服务外包企业扶持力度，对于进一步转变经济发展方式，优化产业结构，提升城市综合竞争力，具有重要意义。会议强调，各相关部门要发挥“三个敢于”精神，积极主动地为服务外包发展提供良好服务。会议","二〇二六年七月二十五日公开资料采集整理"
"348","市政府第12次常务会议纪要","2009-02-24","昆山市人民政府网站","https://www.ks.gov.cn/kss/zfcwhy/200902/b4cfbb121c4048c8ad339455f2bd97f8.shtml","https://www.ks.gov.cn/kss/zfcwhy/xxgk_list.shtml","栏目链接标题含会议纪要","","正文结构命中","访问量： 【字体: 大 中 小 】 分享到： 2月17日，管爱国市长在市政府12楼会议室主持召开市政府第12次常务会议。现纪要如下： 一、审议《关于加快文化昆山建设的实施意见》 会议听取了市文广局局长赵红骑《关于加快文化昆山建设的实施意见》起草情况的汇报。会议认为，为认真贯彻市委、市政府《关于进一步加强文化建设的意见》，全面落实市十五届人大二次会议关于“加强文化昆山建设，增强发展软实力”议案的要求，围绕构建社会主义核心价值体系，推动文化建设大发展大繁荣，将有利于增强城市凝聚力、感召力，提升城市软实力、综合竞争力。会议提出加快文化昆山建设的总体目标是，力争","二〇二六年七月二十五日公开资料采集整理"
"349","市政府第7次常务会议纪要","2022-09-02","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2022/CIPCAMHQ_1109/30377.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"350","市政府第6次常务会议纪要","2022-07-06","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2022/CIPCAMHQ_1109/30376.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"351","市政府第5次常务会议纪要","2022-05-25","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2022/CIPCAMHQ_1109/30375.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"352","市政府第4次常务会议纪要","2022-04-29","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2022/CIPCAMHQ_0819/30057.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"353","市政府第3次常务会议纪要","2022-03-25","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2022/CIPCAMHQ_0819/30056.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"354","市政府第2次常务会议纪要","2022-02-22","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2022/CIPCAMHQ_0819/30055.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"355","市政府第1次常务会议纪要","2022-01-30","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2022/CIPCAMHQ_0819/30054.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"356","市政府第 40 次常务会议纪要","2020-10-21","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2021/CIPCAMHQ_0409/27869.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"357","市政府第 27 次常务会议纪要","2019-11-06","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2021/CIPCAMHQ_0409/27868.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"358","市政府第23次常务会议纪要","2019-02-03","溧阳市人民政府网站","http://www.liyang.gov.cn/html/czly/2021/CIPCAMHQ_0409/27867.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=liyang","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"359","区政府第21次常务会议纪要","2018-12-24","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2019/BJLFPPJH_0110/61589.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"360","区政府第20次常务会议纪要","2018-12-11","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2019/BJLFPPJH_0110/61588.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"361","区政府第19次常务会议纪要","2018-11-12","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_1121/61196.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"362","区政府第18次常务会议纪要","2018-08-13","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0820/60345.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"363","区政府第17次常务会议纪要","2018-06-20","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0625/59926.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
"364","区政府第16次常务会议纪要","2018-05-16","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2018/BJLFPPJH_0529/59925.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","待人工复核","作为资料线索保留，使用前需人工打开页面核验。","二〇二六年七月二十五日公开资料采集整理"
